market,sportsbook,league,wins,losses,profit,roi_pct,est_user_bpd
Total Hits,NoVig,MLB,3.7,5.1,-1.49,-2.12,16.0
Total Hits,PointsBet,MLB,3000.0,3.7,403.51,0.75,13.0
Total Hits,DraftKings,MLB,2.7,3.7,-199.98,-0.38,12.0
Total Hits,HardRockNJ,MLB,2.5,3.8,451.39,0.9,12.0
Total Hits,HardRock,MLB,2.5,3.8,451.39,0.9,12.0
Total Hits,OnyxOdds,MLB,2.6,3.6,-427.3,-0.85,12.0
Total Hits,BetMGM,MLB,1.9,2.6,-619.41,-1.72,9.0
Total Hits,Borgata,MLB,1.9,2.6,-619.41,-1.72,9.0
Total Hits,SportsInteraction,MLB,1.9,2.6,-619.41,-1.72,9.0
Total Hits,ProphetX,MLB,1.8,2.3,-857.37,-2.59,8.0
Total Hits,BetOnline,MLB,1.5,1.9,298.4,1.09,7.0
Total Home Runs,NoVig,MLB,2.3,1.4,-1.72,-5.76,7.0
Points,DraftKings,NBA,4.7,3.7,2.52,3.79,7.0
Total Home Runs,ProphetX,MLB,1.5,1.6,-863.94,-3.47,6.0
Total Hits,TheScore,MLB,1.3,1.6,-720.04,-3.09,6.0
Points,BetMGM,NBA,4.2,3.4,1.64,2.7,6.0
Points,Borgata,NBA,4.2,3.4,1.64,2.7,6.0
Points,SportsInteraction,NBA,4.2,3.4,1.64,2.7,6.0
Points + Rebounds + Assists,BetMGM,NBA,3.9,3000.0,2.68,4.87,6.0
Points + Rebounds + Assists,Borgata,NBA,3.9,3000.0,2.68,4.87,6.0
Points + Rebounds + Assists,SportsInteraction,NBA,3.9,3000.0,2.68,4.87,6.0
Rebounds,BetMGM,NBA,3.9,3000.0,1.76,3.2,6.0
Rebounds,Borgata,NBA,3.9,3000.0,1.76,3.2,6.0
Rebounds,SportsInteraction,NBA,3.9,3000.0,1.76,3.2,6.0
Rebounds,DraftKings,NBA,4.4,3.4,1.59,2.57,6.0
Points,HardRockNJ,NBA,4000.0,3.2,984.76,1.72,6.0
Points,HardRock,NBA,4.3,3.4,853.62,1.39,6.0
3-Pointers,PointsBet,NBA,3.9,3.2,2.84,5.05,6.0
Total Hits,Fanatics,MLB,1.1,1.4,238.57,1.19,5.0
Total Singles,HardRockNJ,MLB,1.4,1.3,97.58,0.46,5.0
Total Singles,HardRock,MLB,1.4,1.3,97.58,0.46,5.0
Hits + Runs + RBIs,NoVig,MLB,1.2,1.3,219.49,1.1,5.0
Total Strikeouts,NoVig,MLB,1.2,1.2,4.66,0.02,5.0
Total Bases,PointsBet,MLB,1.4,1000.0,933.67,4.72,5.0
Assists,DraftKings,NBA,3000.0,2.4,1.39,3.2,5.0
3-Pointers,DraftKings,NBA,3.6,3000.0,2.51,4.76,5.0
Points + Rebounds + Assists,HardRock,NBA,3.1,2.5,1.68,3.76,5.0
Rebounds,HardRock,NBA,3.3,2.5,2.15,4.63,5.0
Points,OnyxOdds,NBA,3.6,2.9,1.22,2.35,5.0
Rebounds,OnyxOdds,NBA,3.4,2.5,1.16,2.46,5.0
Points,PointsBet,NBA,3.6,2.8,1.61,3.12,5.0
Rebounds,PointsBet,NBA,3.5,2.6,1.64,3.39,5.0
Points,TheScore,NBA,3.5,2.9,815.51,1.61,5.0
Total Points,Unibet,NHL,1.4,1.2,1.21,5.96,5.0
Total Points,BetParx,NHL,1.4,1.2,1.21,5.96,5.0
Total Points,NorthStarBetsON,NHL,1.4,1.2,1.21,5.96,5.0
Total Hits,Betcris,MLB,776.0,1.2,411.98,2.59,4.0
Total Hits,BookMaker,MLB,776.0,1.2,411.98,2.59,4.0
Total Hits,Unibet,MLB,879.0,1.3,536.73,3.07,4.0
Total Hits,BetParx,MLB,879.0,1.3,536.73,3.07,4.0
Total Hits,NorthStarBetsON,MLB,879.0,1.3,536.73,3.07,4.0
Total Home Runs,Unibet,MLB,466.0,1.5,599.77,3.87,4.0
Total Home Runs,BetParx,MLB,466.0,1.5,599.77,3.87,4.0
Total Home Runs,NorthStarBetsON,MLB,466.0,1.5,599.77,3.87,4.0
Total Hits,BetRivers,MLB,868.0,1.3,495.72,2.86,4.0
Total Hits,SugarHouse,MLB,868.0,1.3,495.72,2.86,4.0
Total Home Runs,BetRivers,MLB,451.0,1.4,107.1,0.71,4.0
Total Home Runs,SugarHouse,MLB,451.0,1.4,107.1,0.71,4.0
Total Hits,Caesars,MLB,802.0,1000.0,-421.44,-2.89,4.0
Total Doubles,FanDuel,MLB,335.0,1.8,-1.13,-6.61,4.0
Total Home Runs,FanDuel,MLB,255.0,1.6,-1.53,-10.25,4.0
Total Bases,NoVig,MLB,1000.0,760.0,821.18,5.8,4.0
Total Bases,ProphetX,MLB,1.1,967.0,297.67,1.78,4.0
Total Hits,STNSports,MLB,735.0,1.1,-1.05,-7.21,4.0
Assists,BetMGM,NBA,2.6,2000.0,2.23,5.99,4.0
Assists,Borgata,NBA,2.6,2000.0,2.23,5.99,4.0
Assists,SportsInteraction,NBA,2.6,2000.0,2.23,5.99,4.0
Points,Unibet,NBA,2.3,1.8,988.86,2.98,4.0
Points,BetParx,NBA,2.3,1.8,988.86,2.98,4.0
Points,NorthStarBetsON,NBA,2.3,1.8,988.86,2.98,4.0
Points,Caesars,NBA,2.3,2000.0,-159.52,-0.47,4.0
Points + Rebounds + Assists,DraftKings,NBA,2.3,1.9,694.76,2.08,4.0
Points,Fanatics,NBA,3000.0,2.3,1.54,3.61,4.0
Rebounds,Fanatics,NBA,2.7,2000.0,863.61,2.26,4.0
Points,FanDuel,NBA,2.6,2.2,691.65,1.79,4.0
Rebounds,FanDuel,NBA,2.6,2.3,-710.64,-1.82,4.0
Points + Rebounds + Assists,HardRockNJ,NBA,2.9,2.3,1.64,3.92,4.0
Rebounds,HardRockNJ,NBA,3.1,2.3,2.08,4.8,4.0
Points,NoVig,NBA,2.6,2.6,-25.16,-0.06,4.0
Rebounds,NoVig,NBA,2.2,2.1,-715.48,-2.08,4.0
3-Pointers,OnyxOdds,NBA,2.3,1.9,1.13,3.43,4.0
Points + Rebounds + Assists,PointsBet,NBA,2.4,1.8,1.69,5.01,4.0
Points,ProphetX,NBA,2.3,2.2,777.58,2.15,4.0
Points + Rebounds + Assists,TheScore,NBA,2.6,2.1,1.32,3.48,4.0
Rebounds,TheScore,NBA,3.1,2.3,1.76,4.06,4.0
Total Points,BetRivers,NHL,1.1,943.0,1.13,6.95,4.0
Total Points,SugarHouse,NHL,1.1,943.0,1.13,6.95,4.0
Total Points,FanDuel,NHL,1.1,1.1,-131.2,-0.73,4.0
Total Shots on Goal,FanDuel,NHL,1000.0,1000.0,340.85,2.06,4.0
Total Shots on Goal,NoVig,NHL,831.0,931.0,1.38,0.01,4.0
Total Shots on Goal,ProphetX,NHL,807.0,901.0,37.44,0.27,4.0
Total Assists,STNSports,NHL,1.2,674.0,689.05,4.57,4.0
Total Home Runs,Bally,MLB,233.0,1.1,511.87,4.85,3.0
Total Bases,Betcris,MLB,619.0,693.0,-90.99,-0.87,3.0
Total Bases,BookMaker,MLB,619.0,693.0,-90.99,-0.87,3.0
Total Player Runs,Unibet,MLB,651.0,498.0,746.09,8.12,3.0
Total Player Runs,BetParx,MLB,651.0,498.0,746.09,8.12,3.0
Total Player Runs,NorthStarBetsON,MLB,651.0,498.0,746.09,8.12,3.0
Total Player Runs,BetRivers,MLB,637.0,486.0,752.4,8.37,3.0
Total Player Runs,SugarHouse,MLB,637.0,486.0,752.4,8.37,3.0
Total Hits,CoolBet,MLB,601.0,936.0,-1.22,-9.92,3.0
Total Singles,DraftKings,MLB,825.0,766.0,238.58,1.87,3.0
Total Bases,Fanatics,MLB,706.0,729.0,-225.04,-1.96,3.0
Total Player Runs,Fanatics,MLB,489.0,772.0,-970.34,-9.62,3.0
Total Player Runs,NoVig,MLB,786.0,804.0,-195.05,-1.53,3.0
Total Singles,OnyxOdds,MLB,659.0,633.0,13.03,0.13,3.0
Total Strikeouts,PointsBet,MLB,627.0,566.0,198.47,2.08,3.0
Hits + Runs + RBIs,ProphetX,MLB,708.0,734.0,199.3,1.73,3.0
Total Strikeouts,ProphetX,MLB,591.0,692.0,-382.55,-3.73,3.0
3-Pointers,BetMGM,NBA,2.2,1.8,1.51,4.68,3.0
3-Pointers,Borgata,NBA,2.2,1.8,1.51,4.68,3.0
3-Pointers,SportsInteraction,NBA,2.2,1.8,1.51,4.68,3.0
Points,BetOnline,NBA,1.9,1.6,266.77,0.96,3.0
Points + Rebounds + Assists,Unibet,NBA,1.6,1.2,939.58,4.23,3.0
Points + Rebounds + Assists,BetParx,NBA,1.6,1.2,939.58,4.23,3.0
Points + Rebounds + Assists,NorthStarBetsON,NBA,1.6,1.2,939.58,4.23,3.0
Rebounds,Unibet,NBA,2.3,1.8,1000.0,3.12,3.0
Rebounds,BetParx,NBA,2.3,1.8,1000.0,3.12,3.0
Rebounds,NorthStarBetsON,NBA,2.3,1.8,1000.0,3.12,3.0
Points,BetRivers,NBA,2.1,1.7,1.03,3.37,3.0
Points,SugarHouse,NBA,2.1,1.7,1.03,3.37,3.0
Rebounds,BetRivers,NBA,2.1,1.6,1.15,3.88,3.0
Rebounds,SugarHouse,NBA,2.1,1.6,1.15,3.88,3.0
Points + Rebounds + Assists,Caesars,NBA,1.8,1.6,-514.56,-1.91,3.0
Rebounds,Caesars,NBA,2000.0,1.4,872.09,3.16,3.0
Points + Rebounds + Assists,Fanatics,NBA,1.5,1.3,637.58,2.85,3.0
Assists,Fanatics,NBA,1.6,1.2,990.67,4.41,3.0
3-Pointers,Fanatics,NBA,1.9,1.5,1.24,4.55,3.0
Assists,FanDuel,NBA,1.7,1.6,-98.67,-0.37,3.0
3-Pointers,FanDuel,NBA,1.9,1.7,1.01,3.52,3.0
Assists,HardRockNJ,NBA,1.8,1.4,1.36,5.24,3.0
3-Pointers,HardRockNJ,NBA,1.6,1.3,1.03,4.38,3.0
Assists,HardRock,NBA,2000.0,1.6,1.4,4.91,3.0
3-Pointers,HardRock,NBA,1.7,1.4,995.02,3.92,3.0
Points + Rebounds + Assists,NoVig,NBA,1.3,1.4,-50.25,-0.23,3.0
Assists,NoVig,NBA,1.7,1.6,357.55,1.38,3.0
Points + Rebounds + Assists,OnyxOdds,NBA,1.7,1.4,356.11,1.46,3.0
Assists,OnyxOdds,NBA,2.2,1.7,1.76,5.79,3.0
Assists,PointsBet,NBA,2.1,1.6,1.79,5.96,3.0
Points + Rebounds + Assists,ProphetX,NBA,1.5,1.6,-233.82,-0.93,3.0
Rebounds,ProphetX,NBA,1.8,1.6,-22.15,-0.08,3.0
Points,STNSports,NBA,2.1,1.9,150.95,0.47,3.0
Rebounds,STNSports,NBA,2.3,1.7,822.58,2.53,3.0
Assists,TheScore,NBA,2.1,1.6,1.49,5.11,3.0
Points,NoVig,WNBA,776.0,838.0,-83.76,-0.65,3.0
Hits + Runs + RBIs,Betcris,MLB,416.0,464.0,-222.82,-3.17,2.0
Hits + Runs + RBIs,BookMaker,MLB,416.0,464.0,-222.82,-3.17,2.0
Total Home Runs,Betcris,MLB,229.0,409.0,-400.76,-7.85,2.0
Total Home Runs,BookMaker,MLB,229.0,409.0,-400.76,-7.85,2.0
Moneyline,Betcris,MLB,380.0,407.0,-338.02,-5.37,2.0
Moneyline,BookMaker,MLB,380.0,407.0,-338.02,-5.37,2.0
Total Singles,BetMGM,MLB,335.0,349.0,-5.55,-0.1,2.0
Total Singles,Borgata,MLB,335.0,349.0,-5.55,-0.1,2.0
Total Singles,SportsInteraction,MLB,335.0,349.0,-5.55,-0.1,2.0
Total Strikeouts,BetMGM,MLB,343.0,315.0,186.87,3.55,2.0
Total Strikeouts,Borgata,MLB,343.0,315.0,186.87,3.55,2.0
Total Strikeouts,SportsInteraction,MLB,343.0,315.0,186.87,3.55,2.0
Total Bases,BetOnline,MLB,295.0,298.0,51.03,1.08,2.0
Total Bases,Unibet,MLB,301.0,409.0,-248.99,-4.38,2.0
Total Bases,BetParx,MLB,301.0,409.0,-248.99,-4.38,2.0
Total Bases,NorthStarBetsON,MLB,301.0,409.0,-248.99,-4.38,2.0
Total Bases,BetRivers,MLB,296.0,403.0,-280.19,-5.01,2.0
Total Bases,SugarHouse,MLB,296.0,403.0,-280.19,-5.01,2.0
Total Hits,Bovada,MLB,355.0,453.0,241.53,3.74,2.0
Total Strikeouts,DraftKings,MLB,330.0,293.0,153.33,3.08,2.0
Total Player Runs,DraftKings,MLB,367.0,378.0,101.21,1.7,2.0
Total Home Runs,DraftKings,MLB,116.0,688.0,-444.08,-6.9,2.0
Total Strikeouts,Fanatics,MLB,359.0,312.0,159.29,2.97,2.0
Total Home Runs,Fanatics,MLB,81.0,488.0,-271.57,-5.97,2.0
Total Bases,FanDuel,MLB,199.0,382.0,-343.6,-7.39,2.0
Total Strikeouts,FanDuel,MLB,545.0,486.0,317.79,3.85,2.0
Total Hits,Fliff,MLB,460.0,608.0,-467.48,-5.47,2.0
Total Player Runs,HardRockNJ,MLB,448.0,506.0,-433.54,-5.68,2.0
Total Player Runs,HardRock,MLB,448.0,506.0,-433.54,-5.68,2.0
Total Hits Allowed,NoVig,MLB,501.0,543.0,13.68,0.16,2.0
Total Earned Runs,NoVig,MLB,528.0,529.0,267.25,3.16,2.0
Total Strikeouts,OnyxOdds,MLB,381.0,376.0,-1.04,-0.02,2.0
Total Player Runs,OnyxOdds,MLB,328.0,335.0,123.55,2.33,2.0
Total Home Runs,OnyxOdds,MLB,111.0,640.0,-152.79,-2.54,2.0
Total Home Runs,PointsBet,MLB,152.0,790.0,-445.96,-5.92,2.0
Total Earned Runs,ProphetX,MLB,285.0,287.0,116.25,2.54,2.0
Total Runs,ProphetX,MLB,428.0,427.0,242.9,3.55,2.0
Total Player Runs,ProphetX,MLB,316.0,280.0,332.04,6.96,2.0
Total Home Runs,TheScore,MLB,113.0,499.0,-635.22,-12.97,2.0
Points,Betcris,NBA,1.4,1.2,625.84,3.0,2.0
Points,BookMaker,NBA,1.4,1.2,625.84,3.0,2.0
Assists,Betcris,NBA,801.0,661.0,582.89,4.98,2.0
Assists,BookMaker,NBA,801.0,661.0,582.89,4.98,2.0
Rebounds,Betcris,NBA,1.5,1.2,419.38,1.97,2.0
Rebounds,BookMaker,NBA,1.5,1.2,419.38,1.97,2.0
Rebounds + Assists,BetMGM,NBA,1.2,938.0,852.27,5.05,2.0
Rebounds + Assists,Borgata,NBA,1.2,938.0,852.27,5.05,2.0
Rebounds + Assists,SportsInteraction,NBA,1.2,938.0,852.27,5.05,2.0
Points + Rebounds,BetMGM,NBA,1.1,908.0,418.58,2.62,2.0
Points + Rebounds,Borgata,NBA,1.1,908.0,418.58,2.62,2.0
Points + Rebounds,SportsInteraction,NBA,1.1,908.0,418.58,2.62,2.0
Points + Rebounds + Assists,BetOnline,NBA,932.0,769.0,485.18,3.57,2.0
Rebounds,BetOnline,NBA,1.5,1000.0,910.87,4.53,2.0
3-Pointers,BetOnline,NBA,1.1,847.0,495.6,3.26,2.0
Assists,Unibet,NBA,1.4,1.2,903.6,4.33,2.0
Assists,BetParx,NBA,1.4,1.2,903.6,4.33,2.0
Assists,NorthStarBetsON,NBA,1.4,1.2,903.6,4.33,2.0
3-Pointers,Unibet,NBA,1.2,950.0,1.21,7.12,2.0
3-Pointers,BetParx,NBA,1.2,950.0,1.21,7.12,2.0
3-Pointers,NorthStarBetsON,NBA,1.2,950.0,1.21,7.12,2.0
Points + Rebounds + Assists,BetRivers,NBA,1.4,1.1,804.2,4.01,2.0
Points + Rebounds + Assists,SugarHouse,NBA,1.4,1.1,804.2,4.01,2.0
Assists,BetRivers,NBA,1.3,1.1,963.87,5.12,2.0
Assists,SugarHouse,NBA,1.3,1.1,963.87,5.12,2.0
3-Pointers,BetRivers,NBA,1.1,846.0,1.08,7.14,2.0
3-Pointers,SugarHouse,NBA,1.1,846.0,1.08,7.14,2.0
Points,Bovada,NBA,892.0,722.0,299.72,2.32,2.0
Assists,Caesars,NBA,1.2,970.0,185.28,1.08,2.0
3-Pointers,Caesars,NBA,1.3,1.1,148.04,0.78,2.0
Points,CoolBet,NBA,1.1,925.0,-63.89,-0.4,2.0
Rebounds,CoolBet,NBA,1.3,917.0,181.05,1.03,2.0
Rebounds + Assists,DraftKings,NBA,775.0,615.0,758.29,6.82,2.0
Points + Rebounds + Assists,FanDuel,NBA,1.3,1.2,-335.5,-1.71,2.0
Rebounds + Assists,HardRock,NBA,1.3,1000.0,1.37,7.3,2.0
Points + Rebounds,HardRock,NBA,797.0,686.0,-49.55,-0.42,2.0
3-Pointers,NoVig,NBA,1.3,1.2,731.37,3.58,2.0
Rebounds + Assists,OnyxOdds,NBA,817.0,640.0,824.53,7.07,2.0
Points + Rebounds,OnyxOdds,NBA,781.0,655.0,314.49,2.74,2.0
Points,Pinnacle,NBA,845.0,782.0,-185.97,-1.43,2.0
Points + Rebounds + Assists,Pinnacle,NBA,1.2,1000.0,816.48,4.54,2.0
3-Pointers,Pinnacle,NBA,754.0,615.0,332.99,3.04,2.0
Points,PrizePicks,NBA,807.0,640.0,65.78,0.57,2.0
Rebounds,PrizePicks,NBA,1000.0,701.0,1000.0,7.32,2.0
Assists,ProphetX,NBA,1.3,1.3,61.27,0.29,2.0
3-Pointers,ProphetX,NBA,1.1,996.0,145.36,0.88,2.0
Points,Rebet,NBA,841.0,688.0,-70.66,-0.58,2.0
Rebounds,Rebet,NBA,1.1,706.0,453.9,3.09,2.0
Assists,STNSports,NBA,1.5,1.1,1.36,6.63,2.0
3-Pointers,STNSports,NBA,1.1,940.0,817.65,4.92,2.0
Rebounds + Assists,TheScore,NBA,1000.0,822.0,755.13,5.11,2.0
Points + Rebounds,TheScore,NBA,1.1,908.0,298.11,1.88,2.0
Points,BetMGM,NCAAB,244.0,179.0,409.3,12.1,2.0
Points,Borgata,NCAAB,244.0,179.0,409.3,12.1,2.0
Points,SportsInteraction,NCAAB,244.0,179.0,409.3,12.1,2.0
Total Receptions,BetMGM,NFL,569.0,493.0,61.29,0.72,2.0
Total Receptions,Borgata,NFL,569.0,493.0,61.29,0.72,2.0
Total Receptions,SportsInteraction,NFL,569.0,493.0,61.29,0.72,2.0
Total Receptions,Fanatics,NFL,454.0,387.0,-142.26,-2.11,2.0
Total Receptions,HardRockNJ,NFL,547.0,502.0,135.8,1.62,2.0
Total Receptions,HardRock,NFL,704.0,617.0,491.35,4.65,2.0
Total Receiving Yards,HardRock,NFL,429.0,353.0,187.61,3.0,2.0
Total Receptions,NoVig,NFL,602.0,680.0,-479.09,-4.67,2.0
Total Receiving Yards,NoVig,NFL,374.0,438.0,-353.9,-5.45,2.0
Total Receptions,PointsBet,NFL,405.0,324.0,80.69,1.38,2.0
Total Receptions,ProphetX,NFL,529.0,560.0,-275.17,-3.16,2.0
Total Shots on Goal,Unibet,NHL,562.0,539.0,338.5,3.84,2.0
Total Shots on Goal,BetParx,NHL,562.0,539.0,338.5,3.84,2.0
Total Shots on Goal,NorthStarBetsON,NHL,562.0,539.0,338.5,3.84,2.0
Total Shots on Goal,BetRivers,NHL,512.0,486.0,358.86,4.49,2.0
Total Shots on Goal,SugarHouse,NHL,512.0,486.0,358.86,4.49,2.0
Total Assists,CoolBet,NHL,355.0,256.0,43.17,0.88,2.0
Total Shots on Goal,HardRockNJ,NHL,352.0,336.0,70.27,1.28,2.0
Total Shots on Goal,HardRock,NHL,369.0,356.0,65.85,1.14,2.0
Total Assists,NoVig,NHL,398.0,264.0,243.91,4.61,2.0
Total Points,NoVig,NHL,318.0,337.0,-158.82,-3.03,2.0
Total Shots on Goal,STNSports,NHL,469.0,463.0,517.33,6.94,2.0
Total Shots on Goal,TheScore,NHL,390.0,318.0,323.66,5.71,2.0
Assists,NoVig,WNBA,353.0,412.0,-341.19,-5.58,2.0
Rebounds,NoVig,WNBA,494.0,511.0,7.57,0.09,2.0
Total Doubles,Bally,MLB,60.0,299.0,-118.53,-4.13,1.0
Total Bases,Bally,MLB,105.0,221.0,-178.0,-6.83,1.0
Total Strikeouts,Betcris,MLB,248.0,239.0,230.49,5.92,1.0
Total Strikeouts,BookMaker,MLB,248.0,239.0,230.49,5.92,1.0
Total Player Runs,BetMGM,MLB,254.0,275.0,-85.75,-2.03,1.0
Total Player Runs,Borgata,MLB,254.0,275.0,-85.75,-2.03,1.0
Total Player Runs,SportsInteraction,MLB,254.0,275.0,-85.75,-2.03,1.0
Total Home Runs,BetMGM,MLB,94.0,207.0,253.76,10.54,1.0
Total Home Runs,Borgata,MLB,94.0,207.0,253.76,10.54,1.0
Total Home Runs,SportsInteraction,MLB,94.0,207.0,253.76,10.54,1.0
Total Doubles,Unibet,MLB,133.0,323.0,-90.92,-2.49,1.0
Total Doubles,BetParx,MLB,133.0,323.0,-90.92,-2.49,1.0
Total Doubles,NorthStarBetsON,MLB,133.0,323.0,-90.92,-2.49,1.0
Total Strikeouts,Unibet,MLB,159.0,132.0,163.91,7.04,1.0
Total Strikeouts,BetParx,MLB,159.0,132.0,163.91,7.04,1.0
Total Strikeouts,NorthStarBetsON,MLB,159.0,132.0,163.91,7.04,1.0
Total Doubles,BetRivers,MLB,131.0,317.0,-111.9,-3.12,1.0
Total Doubles,SugarHouse,MLB,131.0,317.0,-111.9,-3.12,1.0
Total Strikeouts,BetRivers,MLB,159.0,131.0,171.91,7.41,1.0
Total Strikeouts,SugarHouse,MLB,159.0,131.0,171.91,7.41,1.0
Total Bases,Caesars,MLB,147.0,204.0,87.17,3.1,1.0
Total Player Runs,Caesars,MLB,208.0,239.0,-232.2,-6.49,1.0
Total Singles,CoolBet,MLB,244.0,194.0,312.37,8.91,1.0
Total Bases,CoolBet,MLB,201.0,124.0,-84.91,-3.27,1.0
Total Doubles,DraftKings,MLB,173.0,220.0,-558.15,-17.75,1.0
Hits + Runs + RBIs,DraftKings,MLB,253.0,214.0,329.03,8.81,1.0
Total Bases,DraftKings,MLB,202.0,275.0,-205.09,-5.37,1.0
Total Singles,Fanatics,MLB,217.0,207.0,107.22,3.16,1.0
Total Player Runs,FanDuel,MLB,154.0,243.0,-364.24,-11.47,1.0
Total Bases,Fliff,MLB,171.0,142.0,-92.31,-3.69,1.0
Total Doubles,HardRockNJ,MLB,186.0,186.0,-208.18,-7.0,1.0
Hits + Runs + RBIs,HardRockNJ,MLB,270.0,244.0,289.08,7.03,1.0
Total Bases,HardRockNJ,MLB,195.0,200.0,102.57,3.25,1.0
Total Strikeouts,HardRockNJ,MLB,248.0,236.0,46.08,1.19,1.0
Total Doubles,HardRock,MLB,186.0,186.0,-208.18,-7.0,1.0
Hits + Runs + RBIs,HardRock,MLB,270.0,244.0,289.08,7.03,1.0
Total Bases,HardRock,MLB,195.0,200.0,102.57,3.25,1.0
Total Strikeouts,HardRock,MLB,248.0,236.0,46.08,1.19,1.0
Total Runs,NoVig,MLB,253.0,240.0,285.65,7.24,1.0
Total Doubles,OnyxOdds,MLB,145.0,205.0,-588.47,-21.02,1.0
Hits + Runs + RBIs,OnyxOdds,MLB,196.0,183.0,123.99,4.09,1.0
Total Earned Runs,OnyxOdds,MLB,199.0,166.0,85.55,2.93,1.0
Total Bases,OnyxOdds,MLB,177.0,249.0,-172.32,-5.06,1.0
Total Bases,Pinnacle,MLB,230.0,307.0,-32.54,-0.76,1.0
Total Strikeouts,Pinnacle,MLB,152.0,189.0,-192.05,-7.04,1.0
Total Home Runs,Pinnacle,MLB,81.0,284.0,-146.51,-5.02,1.0
Run Line,ProphetX,MLB,161.0,148.0,80.01,3.24,1.0
Moneyline,ProphetX,MLB,242.0,275.0,-196.75,-4.76,1.0
Run Line,STNSports,MLB,171.0,119.0,296.55,12.78,1.0
Total Singles,STNSports,MLB,219.0,195.0,116.33,3.51,1.0
Total Bases,STNSports,MLB,249.0,171.0,-106.31,-3.16,1.0
Total Singles,TheScore,MLB,171.0,142.0,-27.57,-1.1,1.0
Total Bases,TheScore,MLB,225.0,236.0,48.62,1.32,1.0
Total Strikeouts,TheScore,MLB,218.0,182.0,175.01,5.47,1.0
Total Player Runs,TheScore,MLB,252.0,256.0,-147.74,-3.64,1.0
3-Pointers,Betcris,NBA,391.0,344.0,92.34,1.57,1.0
3-Pointers,BookMaker,NBA,391.0,344.0,92.34,1.57,1.0
Assists,BetOnline,NBA,730.0,619.0,82.47,0.76,1.0
Rebounds + Assists,Unibet,NBA,565.0,446.0,494.41,6.11,1.0
Rebounds + Assists,BetParx,NBA,565.0,446.0,494.41,6.11,1.0
Rebounds + Assists,NorthStarBetsON,NBA,565.0,446.0,494.41,6.11,1.0
Points + Rebounds,Unibet,NBA,645.0,527.0,374.02,3.99,1.0
Points + Rebounds,BetParx,NBA,645.0,527.0,374.02,3.99,1.0
Points + Rebounds,NorthStarBetsON,NBA,645.0,527.0,374.02,3.99,1.0
Points + Rebounds + Assists,Bovada,NBA,685.0,547.0,537.08,5.45,1.0
Assists,Bovada,NBA,499.0,429.0,28.35,0.38,1.0
Rebounds,Bovada,NBA,739.0,570.0,106.43,1.02,1.0
3-Pointers,Bovada,NBA,660.0,562.0,507.77,5.19,1.0
Points,Circa,NBA,525.0,466.0,422.21,5.33,1.0
Assists,CoolBet,NBA,755.0,577.0,505.53,4.74,1.0
3-Pointers,CoolBet,NBA,711.0,596.0,312.57,2.99,1.0
Rebounds,Dabble,NBA,428.0,309.0,342.25,5.8,1.0
Points + Rebounds,DraftKings,NBA,743.0,601.0,448.87,4.17,1.0
Rebounds + Assists,Fanatics,NBA,698.0,557.0,656.89,6.54,1.0
Points + Rebounds,Fanatics,NBA,544.0,484.0,88.67,1.08,1.0
Rebounds,Fliff,NBA,593.0,438.0,-366.63,-4.45,1.0
Points + Assists,HardRock,NBA,357.0,378.0,-346.4,-5.89,1.0
Assists,Pinnacle,NBA,751.0,583.0,670.75,6.29,1.0
Rebounds,Pinnacle,NBA,738.0,473.0,805.1,8.31,1.0
Points + Rebounds + Assists,PrizePicks,NBA,419.0,264.0,612.19,11.2,1.0
Assists,PrizePicks,NBA,566.0,389.0,587.58,7.69,1.0
Points + Rebounds,ProphetX,NBA,508.0,488.0,161.03,2.02,1.0
Assists,Rebet,NBA,474.0,294.0,242.5,3.95,1.0
3-Pointers,TheScore,NBA,367.0,334.0,-32.66,-0.58,1.0
Points,Underdog,NBA,655.0,523.0,10.92,0.12,1.0
Assists,Underdog,NBA,396.0,300.0,10.68,0.19,1.0
Rebounds,Underdog,NBA,712.0,485.0,245.32,2.56,1.0
Assists,BetMGM,NCAAB,120.0,120.0,26.93,1.4,1.0
Assists,Borgata,NCAAB,120.0,120.0,26.93,1.4,1.0
Assists,SportsInteraction,NCAAB,120.0,120.0,26.93,1.4,1.0
Rebounds,BetMGM,NCAAB,139.0,134.0,-6.76,-0.31,1.0
Rebounds,Borgata,NCAAB,139.0,134.0,-6.76,-0.31,1.0
Rebounds,SportsInteraction,NCAAB,139.0,134.0,-6.76,-0.31,1.0
Moneyline,Unibet,NCAAB,163.0,106.0,-80.17,-3.73,1.0
Moneyline,BetParx,NCAAB,163.0,106.0,-80.17,-3.73,1.0
Moneyline,NorthStarBetsON,NCAAB,163.0,106.0,-80.17,-3.73,1.0
Moneyline,BetRivers,NCAAB,136.0,83.0,-42.99,-2.45,1.0
Moneyline,SugarHouse,NCAAB,136.0,83.0,-42.99,-2.45,1.0
Points,Fanatics,NCAAB,185.0,140.0,214.26,8.24,1.0
Rebounds,Fanatics,NCAAB,135.0,156.0,-182.82,-7.85,1.0
Moneyline,Polymarket,NCAAB,193.0,143.0,259.3,9.65,1.0
Moneyline,ProphetX,NCAAB,154.0,112.0,-52.26,-2.46,1.0
Total Receiving Yards,HardRockNJ,NCAAF,128.0,110.0,6.85,0.36,1.0
Total Receiving Yards,HardRock,NCAAF,129.0,113.0,-10.19,-0.53,1.0
